filename,Bi,SBi,Si,NUMBER_OF_REPET,MAX_STEP,RANDSEED,FRAMEFREQ,Side_of_world,currCriterion,noiseInfoProb,epochOfAmbient,epochOfScramblers,SCRAMBLERS_FLIP_EPO,epochOfTrust,AGENTS_FLIP_EPO,phaseStepForAmbient,MAXAMP,minNumOfWaves,maxNumOfWaves,IntMode,minNumOfScramblers,maxNumOfScramblers,SCRAMB_BIAS_MEAN,SCRAMB_BIAS_DISP,epochOfScramblers,ScramblerEuclid,ScramblerMOVEMENT,NumberOfAgents,AgentMOVEMENT,AgentBrownian,networkType,epochOfTrust,symetricConnections,minInitialTrust,maxInitialTrust,maxERRORofSensors,MIN_TRUST,BIASmean_for_typical_agents,BIAS_DISP,MAX_RECUR_LEVEL,ALFA,BETA,GAMA,LENGTH_of_LEARNING,STEPSperSTAT,REAL_REPET,LAST_REP_ST,OpiAmbDif_fin_N,OpiAmbDif_fin_MIN,OpiAmbDif_fin_HAMN,OpiAmbDif_fin_SQMN,OpiAmbDif_fin_MEAN,OpiAmbDif_fin_QUMN,OpiAmbDif_fin_MAX,OpiAmbDif_fin_STDD,OpiAmbDif_fin_MED,SenAmbDif_fin_N,SenAmbDif_fin_MIN,SenAmbDif_fin_HAMN,SenAmbDif_fin_SQMN,SenAmbDif_fin_MEAN,SenAmbDif_fin_QUMN,SenAmbDif_fin_MAX,SenAmbDif_fin_STDD,SenAmbDif_fin_MED,TomRatio_fin_N,TomRatio_fin_MIN,TomRatio_fin_HAMN,TomRatio_fin_SQMN,TomRatio_fin_MEAN,TomRatio_fin_QUMN,TomRatio_fin_MAX,TomRatio_fin_STDD,TomRatio_fin_MED
RTSIsc1.49gRnd0000012232_Ne.4Si50_Cr.0Bi-19.00-20SBi00.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-19.0,0.5,50.0,25,1600,12232,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,0.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-19,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.825203,4.93311,6.00925,7.88008,39.3023,25.9846,4.60409,40000,0.00124359,2.2189,15.1511,17.0617,19.9322,49.4889,106.191,15.0314,40000,0,0.104172,0.389356,0.789381,13.2253,1492.79,174.287,0.346669
RTSIsc1.49gRnd0000013223_Ne.4Si50_Cr.0Bi-28.00-20SBi05.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-28.0,5.5,50.0,25,1600,13223,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,5.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-28,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.992391,6.76662,8.09882,10.4995,45.3074,44.6495,6.62771,40000,0.00205421,3.56958,18.7969,20.77,23.5714,49.8734,124.217,20.8383,40000,0,0.116617,0.405989,0.652917,8.19887,1236.16,66.7952,0.368919
RTSIsc1.49gRnd0000012622_Ne.4Si50_Cr.0Bi-29.00-20SBi02.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-29.0,2.5,50.0,25,1600,12622,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,2.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-29,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.612957,3.49958,4.23471,5.51985,27.232,12.5359,3.26832,40000,0.000114441,2.27396,11.4144,12.5712,14.5331,32.381,53.1742,10.8016,40000,0,0.0856415,0.335715,0.816836,64.3034,12806.2,4134.27,0.320769
RTSIsc1.49gRnd0000013800_Ne.4Si50_Cr.0Bi49.00-20SBi08.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,49.0,8.0,50.0,25,1600,13800,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,8,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,49,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,96.5878,97.3428,97.6873,98.273,126.096,114.777,98.0845,40000,95.0674,109.921,110.115,110.179,110.308,127.632,28.4903,110.104,40000,0,0.880348,0.883205,0.885011,0.887707,1.01473,0.00477951,0.89193
RTSIsc1.49gRnd0000010207_Ne.4Si50_Cr.0Bi-44.00-20SBi-09.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-44.0,-9.5,50.0,25,1600,10207,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-44,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,101.872,102.572,102.895,103.418,127.582,108.002,104.499,40000,93.272,112.293,112.546,112.628,112.789,130.425,36.4598,113.222,40000,0,0.908689,0.910704,0.912255,0.914411,1.01522,0.00393939,0.924791
RTSIsc1.49gRnd0000013806_Ne.4Si50_Cr.0Bi-45.00-20SBi08.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-45.0,8.5,50.0,25,1600,13806,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,8.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-45,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,3.37879,12.3016,13.8161,16.2852,49.3409,74.3208,12.3092,40000,2.11387,26.2774,30.1613,31.12,32.7725,54.3235,105.581,30.5521,40000,0,0.163243,0.392593,0.416276,0.451133,1.41489,0.0302352,0.426427
RTSIsc1.49gRnd0000012469_Ne.4Si50_Cr.0Bi18.00-20SBi01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,18.0,1.5,50.0,25,1600,12469,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,18,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,2.89732,12.4801,14.1382,16.7353,52.4424,80.1818,13.2614,40000,7.47401,27.2113,30.0244,30.8666,32.4004,57.616,97.0342,30.3942,40000,0,0.133043,0.395655,0.422881,0.461891,1.10182,0.0345147,0.439185
RTSIsc1.49gRnd0000012350_Ne.4Si50_Cr.0Bi-01.00-20SBi01.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-1.0,1.0,50.0,25,1600,12350,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,1,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-1,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.437015,2.86596,3.59441,4.94799,31.3567,11.5628,2.50258,40000,0.000501513,1.34232,8.649,10.3322,12.9608,33.3044,61.2287,8.85354,40000,0,0.0812553,0.466451,1.1501,20.3717,2486.61,413.684,0.344403
RTSIsc1.49gRnd0000011158_Ne.4Si50_Cr.0Bi07.00-20SBi-05.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,7.0,-5.0,50.0,25,1600,11158,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,7,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,3.81893,15.7776,17.3706,19.9656,57.0912,96.8883,16.7087,40000,6.25132,32.296,35.5694,36.4193,37.8983,70.9166,109.915,37.5837,40000,0,0.123657,0.430235,0.453164,0.486242,1.50538,0.0310734,0.470505
RTSIsc1.49gRnd0000010401_Ne.4Si50_Cr.0Bi50.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,50.0,-9.0,50.0,25,1600,10401,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,50,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.31068,7.50766,8.79623,11.1082,46.0517,46.018,7.17071,40000,0.00044632,6.6497,23.87,25.2578,27.3884,49.7687,112.17,24.6784,40000,0,0.0828456,0.319712,0.427823,11.0571,2199.51,122.077,0.328062
RTSIsc1.49gRnd0000012129_Ne.4Si50_Cr.0Bi-22.00-20SBi00.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-22.0,0.0,50.0,25,1600,12129,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,0,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-22,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.0735,5.64418,6.84858,9.36791,55.5923,40.8546,5.19221,40000,1.30625,16.0721,19.0611,20.0714,22.175,57.2573,88.8733,18.6288,40000,0,0.0762745,0.284399,0.315425,0.363484,4.70787,0.0326274,0.309888
RTSIsc1.49gRnd0000010926_Ne.4Si50_Cr.0Bi-25.00-20SBi-06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-25.0,-6.0,50.0,25,1600,10926,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-25,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,51.3021,55.1046,56.1314,57.8899,98.0042,200.515,56.5207,40000,44.9393,74.826,76.1627,76.5871,77.4042,102.644,125.817,76.6451,40000,0,0.697525,0.719071,0.724702,0.733614,1.02551,0.0129965,0.744589
RTSIsc1.49gRnd0000011766_Ne.4Si50_Cr.0Bi15.00-20SBi-02.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,15.0,-2.0,50.0,25,1600,11766,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-2,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,15,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.202696,2.06938,2.50581,3.28112,18.881,4.48667,1.94006,40000,7.15256e-05,0.741817,6.27875,7.32231,8.83862,21.715,24.505,6.78696,40000,0,0.0447097,0.512131,1.78669,86.0963,15795.7,7409.38,0.340911
RTSIsc1.49gRnd0000013114_Ne.4Si50_Cr.0Bi-37.00-20SBi05.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-37.0,5.0,50.0,25,1600,13114,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-37,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.437747,2.5203,3.02638,3.92962,23.0615,6.28298,2.4549,40000,8.27014e-05,1.11999,8.78406,10.0485,11.9774,30.352,42.4855,9.28022,40000,0,0.0662563,0.39698,1.0838,35.6861,5202.45,1272.32,0.30264
RTSIsc1.49gRnd0000010801_Ne.4Si50_Cr.0Bi50.00-20SBi-07.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,50.0,-7.0,50.0,25,1600,10801,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-7,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,50,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.498146,2.47314,2.97897,3.93625,27.5412,6.61974,2.38874,40000,7.20024e-05,0.618281,7.78472,9.0441,11.0009,31.7083,39.2234,8.29227,40000,0,0.0842816,0.471462,1.71531,81.4395,14637.7,6629.45,0.329307
RTSIsc1.49gRnd0000010167_Ne.4Si50_Cr.0Bi16.00-20SBi-10.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,16.0,-10.0,50.0,25,1600,10167,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-10,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,16,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,45.6976,50.9509,51.8242,53.3086,92.23,156.066,51.7948,40000,43.8846,71.6224,72.7816,73.1487,73.8571,97.1215,104.146,73.1433,40000,0,0.65143,0.69665,0.702179,0.710689,1.14675,0.0120224,0.721901
RTSIsc1.49gRnd0000012840_Ne.4Si50_Cr.0Bi-11.00-20SBi03.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-11.0,3.5,50.0,25,1600,12840,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,3.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-11,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.539259,4.3255,5.27928,6.94918,36.9264,20.4203,4.05214,40000,0.00149441,5.80367,14.7409,16.1363,18.4449,38.6168,79.8354,15.3629,40000,0,0.0548405,0.298752,0.394626,6.42791,1263.01,41.1623,0.305624
RTSIsc1.49gRnd0000010609_Ne.4Si50_Cr.0Bi-42.00-20SBi-07.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-42.0,-7.5,50.0,25,1600,10609,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-7.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-42,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,90.8744,91.7896,92.1679,92.8071,116.949,118.222,94.2395,40000,85.5458,106.205,106.504,106.601,106.791,121.611,40.5626,107.458,40000,0,0.85803,0.860748,0.862485,0.86506,1.0157,0.0044489,0.874869
RTSIsc1.49gRnd0000011006_Ne.4Si50_Cr.0Bi-45.00-20SBi-05.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-45.0,-5.5,50.0,25,1600,11006,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-5.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-45,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,71.5998,72.9599,73.4661,74.391,113.256,136.759,73.0814,40000,64.8363,90.6059,91.3307,91.5656,92.0259,118.056,84.51,91.8399,40000,0,0.792836,0.797598,0.799829,0.80334,1.04278,0.00562881,0.808335
RTSIsc1.49gRnd0000010936_Ne.4Si50_Cr.0Bi-15.00-20SBi-06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-15.0,-6.0,50.0,25,1600,10936,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-15,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,40.1202,44.6155,45.6096,47.2991,88.5588,156.972,45.7739,40000,34.0949,64.7606,66.1662,66.6136,67.4787,92.5048,115.996,66.2874,40000,0,0.632929,0.669967,0.676834,0.687748,1.04577,0.0148925,0.700505
RTSIsc1.49gRnd0000010351_Ne.4Si50_Cr.0Bi00.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,0.0,-9.0,50.0,25,1600,10351,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,0,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,56.1157,58.2994,58.9675,60.1197,96.4319,137.205,60.5976,40000,51.4731,77.6336,78.6917,79.0245,79.6589,97.8473,100.658,80.7372,40000,0,0.729088,0.738509,0.741877,0.747379,1.02922,0.00819423,0.758944
RTSIsc1.49gRnd0000010364_Ne.4Si50_Cr.0Bi13.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,13.0,-9.0,50.0,25,1600,10364,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,13,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,42.2228,44.8035,45.6425,47.1802,86.224,142.733,45.8828,40000,38.4738,63.4575,64.9743,65.4631,66.4062,88.7842,124.367,66.2603,40000,0,0.672985,0.686009,0.690346,0.697697,1.04935,0.0102029,0.702172
RTSIsc1.49gRnd0000013809_Ne.4Si50_Cr.0Bi-42.00-20SBi08.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-42.0,8.5,50.0,25,1600,13809,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,8.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-42,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,2.024,11.0811,12.9443,16.1404,59.7041,92.9586,10.3343,40000,7.17198,26.2931,29.8321,30.9474,33.025,61.6011,132.907,30.2774,40000,0,0.0815679,0.351439,0.37988,0.422598,1.06552,0.0342809,0.376066
RTSIsc1.49gRnd0000010821_Ne.4Si50_Cr.0Bi-30.00-20SBi-06.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-30.0,-6.5,50.0,25,1600,10821,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-6.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-30,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,62.663,64.5473,65.1295,66.1284,99.9006,131.115,66.0123,40000,53.9982,84.5573,85.3783,85.6324,86.1134,105.247,82.6118,87.5263,40000,0,0.745916,0.754323,0.757489,0.762678,1.032,0.00788831,0.770716
RTSIsc1.49gRnd0000013432_Ne.4Si50_Cr.0Bi-19.00-20SBi06.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-19.0,6.5,50.0,25,1600,13432,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-19,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,6.92614,17.6801,19.2158,21.797,67.9234,105.863,17.9542,40000,14.208,35.7619,37.9482,38.6606,40.064,68.207,110.479,37.4428,40000,0,0.236828,0.453491,0.474515,0.505112,1.12192,0.029974,0.494965
RTSIsc1.49gRnd0000014189_Ne.4Si50_Cr.0Bi38.00-20SBi10.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,38.0,10.0,50.0,25,1600,14189,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,10,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,38,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,105.048,105.712,106.015,106.486,128.789,100.196,107.351,40000,100.032,114.391,114.542,114.592,114.692,129.853,22.9931,114.623,40000,0,0.919468,0.922417,0.9242,0.926709,1.01198,0.00464437,0.939677
RTSIsc1.49gRnd0000010234_Ne.4Si50_Cr.0Bi-17.00-20SBi-09.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-17.0,-9.5,50.0,25,1600,10234,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-17,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,72.7636,74.1189,74.6344,75.5842,114.724,142.677,73.3141,40000,69.886,93.2905,93.8664,94.0571,94.436,119.442,71.4339,94.3924,40000,0,0.782284,0.788374,0.79096,0.795122,1.02799,0.0066015,0.798828
RTSIsc1.49gRnd0000011859_Ne.4Si50_Cr.0Bi08.00-20SBi-01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,8.0,-1.5,50.0,25,1600,11859,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,8,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.33805,2.03983,2.45275,3.18915,19.561,4.15467,1.96974,40000,0.000307083,1.13202,6.36418,7.38375,8.99117,23.7494,26.3214,6.46897,40000,0,0.0657905,0.479059,1.29037,25.839,3547.81,665.99,0.332776
RTSIsc1.49gRnd0000010163_Ne.4Si50_Cr.0Bi12.00-20SBi-10.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,12.0,-10.0,50.0,25,1600,10163,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-10,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,12,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,47.2671,51.7032,52.6668,54.3627,100.78,181.509,52.0383,40000,49.3266,72.234,73.5102,73.9304,74.7591,101.26,123.229,72.3739,40000,0,0.663579,0.69974,0.705499,0.714564,1.06997,0.012873,0.723822
RTSIsc1.49gRnd0000012430_Ne.4Si50_Cr.0Bi-21.00-20SBi01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-21.0,1.5,50.0,25,1600,12430,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-21,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.311308,2.17746,2.69386,3.66237,17.405,6.15606,1.96556,40000,0.000155449,0.640694,5.99713,7.5165,10.0355,30.2559,44.2137,5.86564,40000,0,0.0770342,0.646319,2.19966,76.2424,13667.5,5808.06,0.371435
RTSIsc1.49gRnd0000011832_Ne.4Si50_Cr.0Bi-19.00-20SBi-01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-19.0,-1.5,50.0,25,1600,11832,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-19,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.31967,11.6638,12.9917,15.1971,50.3292,62.1662,11.636,40000,4.35954,27.8083,30.6944,31.4279,32.7199,58.6885,82.8771,31.5527,40000,0,0.0486918,0.368282,0.391863,0.426792,1.11367,0.0285952,0.397834
RTSIsc1.49gRnd0000010414_Ne.4Si50_Cr.0Bi-37.00-20SBi-08.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-37.0,-8.5,50.0,25,1600,10414,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-8.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-37,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,89.684,91.1638,91.681,92.5542,119.822,160.865,92.9428,40000,82.1994,105.72,106.08,106.195,106.42,122.035,47.7584,105.999,40000,0,0.850544,0.858299,0.861169,0.865502,1.02023,0.00748157,0.876585
RTSIsc1.49gRnd0000011133_Ne.4Si50_Cr.0Bi-18.00-20SBi-05.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-18.0,-5.0,50.0,25,1600,11133,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-18,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,37.7093,41.218,42.0869,43.6539,87.4534,134.359,40.9256,40000,35.0058,59.6863,60.7594,61.1277,61.881,89.5803,92.6662,59.2456,40000,0,0.645435,0.673852,0.67997,0.689706,1.03202,0.013336,0.696701
RTSIsc1.49gRnd0000012254_Ne.4Si50_Cr.0Bi03.00-20SBi00.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,3.0,0.5,50.0,25,1600,12254,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,0.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,3,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.0502729,2.57531,3.21216,4.47054,32.0382,9.66776,2.29828,40000,0.000254154,1.2135,8.28245,9.8839,12.4701,33.2728,57.8116,8.23265,40000,0,0.00512663,0.464042,1.09442,21.3945,3965.06,456.527,0.323923
RTSIsc1.49gRnd0000012588_Ne.4Si50_Cr.0Bi37.00-20SBi02.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,37.0,2.0,50.0,25,1600,12588,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,2,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,37,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,25.7954,35.2016,36.3928,38.3202,74.5385,144.002,37.551,40000,31.6105,55.3095,56.8084,57.2754,58.1592,78.7779,102.025,57.5005,40000,0,0.480483,0.613635,0.624387,0.640523,1.05529,0.02041,0.651171
RTSIsc1.49gRnd0000011382_Ne.4Si50_Cr.0Bi31.00-20SBi-04.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,31.0,-4.0,50.0,25,1600,11382,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-4,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,31,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.44966,2.98903,3.76931,5.39789,40.5508,14.9295,2.6338,40000,4.32134e-05,0.745405,8.74872,10.4352,13.497,43.1549,73.2776,8.25492,40000,0,0.0788035,0.453411,1.63209,93.9129,16186.5,8816.98,0.356366
RTSIsc1.49gRnd0000010767_Ne.4Si50_Cr.0Bi16.00-20SBi-07.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,16.0,-7.0,50.0,25,1600,10767,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-7,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,16,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,10.6854,22.4494,24.4736,27.7653,70.2849,171.953,23.6861,40000,17.3479,41.5281,44.0098,44.8233,46.4122,77.4189,144.968,44.4197,40000,0,0.299774,0.492708,0.514476,0.546239,1.08502,0.0336915,0.542579
RTSIsc1.49gRnd0000010319_Ne.4Si50_Cr.0Bi-32.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-32.0,-9.0,50.0,25,1600,10319,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-32,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,88.3413,89.4493,89.8977,90.6912,120.88,143.308,89.7587,40000,83.7495,104.702,105.065,105.184,105.421,124.113,49.827,105.164,40000,0,0.846501,0.850034,0.852021,0.855098,1.01998,0.00525417,0.857597
